[RC]                             Taxonomy                                                                             Genus	[RC]                                                          -----                                                          -----                                             Species	[RC]      -----       -----        HOT 1	[RC]   current               -----                 -----      Group	Sorting Named Unnamed Phylotype	[RC]       -----  Phylo order 	Export                   [RC]                                   -----                            RNA filename current master including all on >=14.5	[RC]                        -----              HOMD Ref seq 16S Accession Nos	BLAST Ref Seq	 Taxon Ref	Culti-vated	Culti-vated no genome	Name for LPSN                                                    https://lpsn.dsmz.de/	Exception	Name for NCBI                          https://www.ncbi.nlm.nih.gov/nuccore/?term=              https://www.ncbi.nlm.nih.gov/protein/?term=	Ecveption	Reference sequence for Unnamed	Genome	Note
Prevotella	nanceiensis	_299	Named	Named	247.0	299BI027	AY005064	1	1	1	0	species/prevotella-nanceiensis	0	"""Prevotella+nanceiensis"""	0	z		
Prevotella	nigrescens	_693	Named	Named	196.0	693_3963	X73963	1	1	1	0	species/prevotella-nigrescens	0	"""Prevotella+nigrescens"""	0	z		
Prevotella	oralis	_705	Named	Named	231.0	705_3522	AY323522	1	1	1	0	species/prevotella-oralis	0	"""Prevotella+oralis"""	0	z		
Prevotella	oris	_311	Named	Named	203.0	311_F045	AY005056	1	1	1	0	species/prevotella-oris	0	"""Prevotella+oris"""	0	z		
Prevotella	oulorum	_288	Named	Named	207.0	288F0390	tbd	1	1	1	0	species/prevotella-oulorum	0	"""Prevotella+oulorum"""	0	z		
Prevotella	pallens	_714	Named	Named	195.0	714_3121	NR_113121	1	1	1	0	species/prevotella-pallens	0	"""Prevotella+pallens"""	0	z		
Prevotella	pleuritidis	_303	Named	Named	233.0	303_9992	AM419992	1	1	1	0	species/prevotella-pleuritidis	0	"""Prevotella+pleuritidis"""	0	z		
Prevotella	saccharolytica	_781	Named	Named	228.0	781F0055	GQ422744	1	1	1	0	species/prevotella-saccharolytica	0	"""Prevotella+saccharolytica"""	0	z		
Prevotella	salivae	_307	Named	Named	205.0	307_8826	AB108826	1	1	1	0	species/prevotella-salivae	0	"""Prevotella+salivae"""	0	z		
Prevotella	scopos	_885	Named	Named	184.0	885_3253	AB683253	1	1	1	0	species/prevotella-scopos	0	"""Prevotella+scopos"""	0	z		
Prevotella	shahii	_795	Named	Named	224.0	795_8825	AB108825	1	1	1	0	species/prevotella-shahii	0	"""Prevotella+shahii"""	0	z		
Prevotella	veroralis	_572	Named	Named	180.0	572_3124	NR_113124	1	1	1	0	species/prevotella-veroralis	0	"""Prevotella+veroralis"""	0	z		
Proteus	mirabilis	_676	Named	Named	46.0	676_8582	AF008582	1	1	1	0	species/proteus-mirabilis	0	"""Proteus+mirabilis"""	0	z		
Pseudomonas	aeruginosa	_536	Named	Named	65.0	536_6651	Z76651	1	1	1	0	species/pseudomonas-aeruginosa	0	"""Pseudomonas+aeruginosa"""	0	z		
Pseudomonas	fluorescens	_612	Named	Named	68.0	612_4476	NR_114476	1	1	1	0	species/pseudomonas-fluorescens	0	"""Pseudomonas+fluorescens"""	0	z		
Pseudomonas	luteola	_344	Named	Named	67.0	344N144A	NR_114215	1	1	1	0	species/pseudomonas-luteola	0	"""Pseudomonas+luteola"""	0	z		
Pseudomonas	otitidis	_834	Named	Named	66.0	834_3147	AY953147	1	1	1	0	species/pseudomonas-otitidis	0	"""Pseudomonas+otitidis"""	0	z		
Pseudomonas	pseudoalcaligenes	_740	Named	Named	62.0	740_6666	Z76666	1	1	1	0	species/pseudomonas-pseudoalcaligenes	0	"""Pseudomonas+pseudoalcaligenes"""	0	z		
Pseudomonas	stutzeri	_477	Named	Named	63.0	477_3219	AF063219	1	1	1	0	species/pseudomonas-stutzeri	0	"""Pseudomonas+stutzeri"""	0	z		
Pseudoramibacter	alactolyticus	_538	Named	Named	541.0	538CK057	AF287778	1	1	1	0	species/pseudoramibacter-alactolyticus	0	"""Pseudoramibacter+alactolyticus"""	0	z		
Pyramidobacter	piscolens	_357	Named	Named	971.0	357BA121	AY005444	1	1	1	0	species/pyramidobacter-piscolens	0	"""Pyramidobacter+piscolens"""	0	z		
Ralstonia	pickettii	_854	Named	Named	128.0	854_3152	NR_043152	1	1	1	0	species/ralstonia-pickettii	0	"""Ralstonia+pickettii"""	0	z		
Rhodobacter	capsulatus	_857	Named	Named	140.0	857_7798	AB017798	1	1	1	0	species/rhodobacter-capsulatus	0	"""Rhodobacter+capsulatus"""	0	z		
Roseomonas	gilardii	_244	Named	Named	157.0	244N120A	NR_029061	1	1	1	0	species/roseomonas-gilardii	0	"""Roseomonas+gilardii"""	0	z		
Roseomonas	mucosa	_245	Named	Named	158.0	245N121A	NR_028857	1	1	1	0	species/roseomonas-mucosa	0	"""Roseomonas+mucosa"""	0	z		
Rothia	aeria	_188	Named	Named	917.0	188_3025	Y13025	1	1	1	0	species/rothia-aeria	0	"""Rothia+aeria"""	0	z		
Rothia	dentocariosa	_587	Named	Named	918.0	587_9055	M59055	1	1	1	0	species/rothia-dentocariosa	0	"""Rothia+dentocariosa"""	0	z		
Rothia	mucilaginosa	_681	Named	Named	919.0	681_4690	NR_074690	1	1	1	0	species/rothia-mucilaginosa	0	"""Rothia+mucilaginosa"""	0	z		
Sanguibacter	keddieii	_856	Named	Named	910.0	856_7595	NR_027595	1	1	1	0	species/sanguibacter-keddieii	0	"""Sanguibacter+keddieii"""	0	z		
Scardovia	inopinata	_642	Named	Named	953.0	642F0304	GQ131412	1	1	1	0	species/scardovia-inopinata	0	"""Scardovia+inopinata"""	0	z		
Scardovia	wiggsiae	_195	Named	Named	951.0	195F0424	HM596282	1	1	1	0	species/scardovia-wiggsiae	0	"""Scardovia+wiggsiae"""	0	z		
Schaalia	cardiffensis	_850	Named	Named	846.0	850F0333	GU470888	1	1	1	0	species/schaalia-cardiffensis	0	"""Schaalia+cardiffensis"""	0	z		
Schaalia	georgiae	_617	Named	Named	849.0	617_0413	X80413	1	1	1	0	species/schaalia-georgiae	0	"""Schaalia+georgiae"""	0	z		
Schaalia	lingnae [Not Validly Published]	_181	Named	Named	843.0	181H1065	AF385521	1	1	1	0	species/actinomyces-lingnae	1	"""Actinomyces+lingnae"""	1	z		
Schaalia	meyeri	_671	Named	Named	845.0	671_2451	X82451	1	1	1	0	species/schaalia-meyeri	0	"""Schaalia+meyeri"""	0	z		
Schaalia	odontolyticus	_701	Named	Named	841.0	701_0504	X80504	1	1	1	0	species/schaalia-odontolyticus	0	"""Schaalia+odontolyticus"""	0	z		
Schlegelella	aquatica	_026	Named	Named	123.0	026CA004	AF385538	1	1	1	1	species/schlegelella-aquatica	0	"""Schlegelella+aquatica"""	0	z		
Schlegelella	thermodepolymerans	_024	Named	Named	122.0	024_5876	AF125876	1	1	1	1	species/schlegelella-thermodepolymerans	0	"""Schlegelella+thermodepolymerans"""	0	z		
Segetibacter	aerophilus	_261	Named	Named	352.0	261N123A	NR_114296	1	1	1	1	species/segetibacter-aerophilus	0	"""Segetibacter+aerophilus"""	0	z		
Selenomonas	artemidis	_124	Named	Named	613.0	124AA024	AF287797	1	1	1	0	species/selenomonas-artemidis	0	"""Selenomonas+artemidis"""	0	z		
Selenomonas	dianae	_139	Named	Named	604.0	139DY027	AF385492	1	1	1	1	species/selenomonas-dianae	0	"""Selenomonas+dianae"""	0	z		
Selenomonas	flueggei	_125	Named	Named	611.0	125AH132	AF287804	1	1	1	0	species/selenomonas-flueggei	0	"""Selenomonas+flueggei"""	0	z		
Selenomonas	infelix	_639	Named	Named	607.0	639Sinfe	AF287802	1	1	1	0	species/selenomonas-infelix	0	"""Selenomonas+infelix"""	0	z		
Selenomonas	noxia	_130	Named	Named	618.0	130CI002	AF287798	1	1	1	0	species/selenomonas-noxia	0	"""Selenomonas+noxia"""	0	z		
Selenomonas	sputigena	_151	Named	Named	583.0	151_K168	GQ422722	1	1	1	0	species/selenomonas-sputigena	0	"""Selenomonas+sputigena"""	0	z		
Serratia	marcescens	_115	Named	Named	42.0	115N083A	NR_041980	1	1	1	0	species/serratia-marcescens	0	"""Serratia+marcescens"""	0	z		
Shuttleworthia	satelles	_095	Named	Named	505.0	095_9956	AF399956	1	1	1	0	species/shuttleworthia-satelles	0	"""Shuttleworthia+satelles"""	0	z		
Simonsiella	muelleri	_683	Named	Named	110.0	683_8147	AF328147	1	1	1	0	species/simonsiella-muelleri	0	"""Simonsiella+muelleri"""	0	z		
Slackia	exigua	_602	Named	Named	940.0	602_1240	AF101240	1	1	1	0	species/slackia-exigua	0	"""Slackia+exigua"""	0	z		
Sneathia	amnii [Not Validly Published]	_844	Named	Named	463.0	844_8425	AY078425	1	1	1	0	species/sneathia-amnii	1	"""Sneathia+amnii"""	1	z		
Sneathia	sanguinegens	_837	Named	Named	462.0	837_8342	NR_118342	1	1	1	0	species/sneathia-sanguinegens	0	"""Sneathia+sanguinegens"""	0	z		
Solobacterium	moorei	_678	Named	Named	802.0	678_4915	AY044915	1	1	1	0	species/solobacterium-moorei	0	"""Solobacterium+moorei"""	0	z		
Sphingomonas	echinoides	_003	Named	Named	151.0	003_0566	HM830566	1	1	1	0	species/sphingomonas-echinoides	0	"""Sphingomonas+echinoides"""	0	z		
Staphylococcus	aureus	_550	Named	Named	771.0	550_3357	D83357	1	1	1	0	species/staphylococcus-aureus	0	"""Staphylococcus+aureus"""	0	z		
Staphylococcus	auricularis	_331	Named	Named	780.0	331N138A	NR_036897	1	1	1	0	species/staphylococcus-auricularis	0	"""Staphylococcus+auricularis"""	0	z		
Staphylococcus	capitis	_116	Named	Named	767.0	116N084A	NR_113348	1	1	1	0	species/staphylococcus-capitis	0	"""Staphylococcus+capitis"""	0	z		
Staphylococcus	caprae	_567	Named	Named	769.0	567_9935	AB009935	1	1	1	0	species/staphylococcus-caprae	0	"""Staphylococcus+caprae"""	0	z		
Staphylococcus	cohnii	_117	Named	Named	777.0	117N085A	NR_036902	1	1	1	0	species/staphylococcus-cohnii	0	"""Staphylococcus+cohnii"""	0	z		
Staphylococcus	epidermidis	_601	Named	Named	770.0	601_3363	D83363	1	1	1	0	species/staphylococcus-epidermidis	0	"""Staphylococcus+epidermidis"""	0	z		
Staphylococcus	haemolyticus	_120	Named	Named	774.0	120N086A	NR_074994	1	1	1	0	species/staphylococcus-haemolyticus	0	"""Staphylococcus+haemolyticus"""	0	z		
Staphylococcus	hominis	_127	Named	Named	775.0	127N087A	NR_036956	1	1	1	0	species/staphylococcus-hominis	0	"""Staphylococcus+hominis"""	0	z		
Staphylococcus	lugdunensis	_128	Named	Named	776.0	128N088A	NR_074868	1	1	1	0	species/staphylococcus-lugdunensis	0	"""Staphylococcus+lugdunensis"""	0	z		
Staphylococcus	pasteuri	_141	Named	Named	772.0	141N089A	NR_024669	1	1	1	0	species/staphylococcus-pasteuri	0	"""Staphylococcus+pasteuri"""	0	z		
Staphylococcus	pettenkoferi	_142	Named	Named	778.0	142N090A	NR_114596	1	1	1	0	species/staphylococcus-pettenkoferi	0	"""Staphylococcus+pettenkoferi"""	0	z		
Staphylococcus	schleiferi	_233	Named	Named	779.0	233N117A	CP009470	1	1	1	0	species/staphylococcus-schleiferi	0	"""Staphylococcus+schleiferi"""	0	z		
Staphylococcus	warneri	_076	Named	Named	773.0	076_7603	L37603	1	1	1	0	species/staphylococcus-warneri	0	"""Staphylococcus+warneri"""	0	z		
Stenotrophomonas	maltophilia	_663	Named	Named	69.0	663_5923	X95923	1	1	1	0	species/stenotrophomonas-maltophilia	0	"""Stenotrophomonas+maltophilia"""	0	z		
Stenotrophomonas	nitritireducens	_037	Named	Named	70.0	037AY088	AF385546	1	1	1	0	species/stenotrophomonas-nitritireducens	0	"""Stenotrophomonas+nitritireducens"""	0	z		
Stomatobaculum	longum	_419	Named	Named	490.0	419_8618	AY278618	1	1	1	0	species/stomatobaculum-longum	0	"""Stomatobaculum+longum"""	0	z		
Streptococcus	agalactiae	_537	Named	Named	713.0	537_5927	AF015927	1	1	1	0	species/streptococcus-agalactiae	0	"""Streptococcus+agalactiae"""	0	z		
Streptococcus	anginosus	_543	Named	Named	708.0	543_4678	AF104678	1	1	1	0	species/streptococcus-anginosus	0	"""Streptococcus+anginosus"""	0	z		
Streptococcus	australis	_073	Named	Named	693.0	073-T1E5	AF385525	1	1	1	0	species/streptococcus-australis	0	"""Streptococcus+australis"""	0	z		
Streptococcus	constellatus	_576	Named	Named	707.0	576_4676	AF104676	1	1	1	0	species/streptococcus-constellatus	0	"""Streptococcus+constellatus"""	0	z		
Streptococcus	cristatus clade 578	_578	Named	Named	697.0	578_8313	AB008313	1	1	1	0	species/streptococcus-cristatus	1	"""Streptococcus+cristatus"""	1	z		
Streptococcus	cristatus clade 886	_886	Named	Named	704.0	886_9095	AY099095	1	1	1	0	species/streptococcus-cristatus	1	"""Streptococcus+cristatus"""	1	z		
Streptococcus	downei	_594	Named	Named	709.0	594_8350	AY188350	1	1	1	0	species/streptococcus-downei	0	"""Streptococcus+downei"""	0	z		
Streptococcus	gordonii	_622	Named	Named	699.0	622_3931	AF003931	1	1	1	0	species/streptococcus-gordonii	0	"""Streptococcus+gordonii"""	0	z		
Streptococcus	infantis clade 431	_431	Named	Named	671.0	431_8633	AY278633	1	1	1	0	species/streptococcus-infantis	1	"""Streptococcus+infantis"""	1	z		
Streptococcus	infantis clade 638	_638	Named	Named	672.0	638_8315	AB008315	1	1	1	0	species/streptococcus-infantis	1	"""Streptococcus+infantis"""	1	z		
Streptococcus	intermedius	_644	Named	Named	706.0	644_4671	AF104671	1	1	1	0	species/streptococcus-intermedius	0	"""Streptococcus+intermedius"""	0	z		
Streptococcus	lactarius	_948	Named	Named	696.0	948_7425	NR_117425	1	1	1	1	species/streptococcus-lactarius	0	"""Streptococcus+lactarius"""	0	z		
Streptococcus	mitis	_677	Named	Named	666.0	677_3929	AF003929	1	1	1	0	species/streptococcus-mitis	0	"""Streptococcus+mitis"""	0	z		
Streptococcus	mutans	_686	Named	Named	711.0	686_3965	AJ243965	1	1	1	0	species/streptococcus-mutans	0	"""Streptococcus+mutans"""	0	z		
Streptococcus	oralis subsp. dentisani clade 058	_058	Named	Named	680.0	058BM035	AY005043	1	1	1	0	subspecies/streptococcus-oralis-dentisani	1	"""Streptococcus+oralis"""	1	z		
Streptococcus	oralis subsp. dentisani clade 398	_398	Named	Named	669.0	398_7051	AY207051	1	1	1	0	subspecies/streptococcus-oralis-dentisani	1	"""Streptococcus+oralis"""	1	z		
Streptococcus	oralis subsp. oralis	_707	Named	Named	675.0	707_3932	AF003932	1	1	1	0	subspecies/streptococcus-oralis-oralis	1	"""Streptococcus+oralis"""	1	z		
Streptococcus	oralis subsp. tigurinus clade 071	_071	Named	Named	682.0	071_8234	NR_118234	1	1	1	0	species/streptococcus-oralis-tigurinus	1	"""Streptococcus+oralis"""	1	z		
Streptococcus	parasanguinis clade 411	_411	Named	Named	687.0	411_8629	AY278629	1	1	1	0	species/streptococcus-parasanguinis	1	"""Streptococcus+parasanguinis"""	1	z		
Streptococcus	parasanguinis clade 721	_721	Named	Named	689.0	721_3933	AF003933	1	1	1	0	species/streptococcus-parasanguinis	1	"""Streptococcus+parasanguinis"""	1	z		
Streptococcus	peroris	_728	Named	Named	695.0	728_8314	AB008314	1	1	1	0	species/streptococcus-peroris	0	"""Streptococcus+peroris"""	0	z		
Streptococcus	pneumoniae	_734	Named	Named	665.0	734_3930	AF003930	1	1	1	0	species/streptococcus-pneumoniae	0	"""Streptococcus+pneumoniae"""	0	z		
Streptococcus	pyogenes	_745	Named	Named	712.0	745_3575	AB023575	1	1	1	0	species/streptococcus-pyogenes	0	"""Streptococcus+pyogenes"""	0	z		
Streptococcus	salivarius	_755	Named	Named	702.0	755_8839	M58839	1	1	1	0	species/streptococcus-salivarius	0	"""Streptococcus+salivarius"""	0	z		
Streptococcus	sanguinis	_758	Named	Named	684.0	758_3928	AF003928	1	1	1	0	species/streptococcus-sanguinis	0	"""Streptococcus+sanguinis"""	0	z		
Streptococcus	sinensis	_767	Named	Named	705.0	767_2856	AF432856	1	1	1	0	species/streptococcus-sinensis	0	"""Streptococcus+sinensis"""	0	z		
Streptococcus	sobrinus	_768	Named	Named	710.0	768_3966	AJ243966	1	1	1	0	species/streptococcus-sobrinus	0	"""Streptococcus+sobrinus"""	0	z		
Streptococcus	thermophilus	_152	Named	Named	700.0	152N096A	NR_042778	1	1	1	0	species/streptococcus-thermophilus	0	"""Streptococcus+thermophilus"""	0	z		
Streptococcus	vestibularis	_021	Named	Named	703.0	021_8353	AY188353	1	1	1	0	species/streptococcus-vestibularis	0	"""Streptococcus+vestibularis"""	0	z		
Tannerella	forsythia	_613	Named	Named	275.0	613_6495	L16495	1	1	1	0	species/tannerella-forsythia	0	"""Tannerella+forsythia"""	0	z		
Treponema	amylovorum	_541	Named	Named	402.0	541_3045	AF023045	1	1	1	1	species/treponema-amylovorum	0	"""Treponema+amylovorum"""	0	z		
Treponema	denticola	_584	Named	Named	364.0	584_1236	M71236	1	1	1	0	species/treponema-denticola	0	"""Treponema+denticola"""	0	z		
Treponema	lecithinolyticum	_653	Named	Named	413.0	653_3040	AF023040	1	1	1	0	species/treponema-lecithinolyticum	0	"""Treponema+lecithinolyticum"""	0	z		
Treponema	maltophilum	_664	Named	Named	410.0	664_3039	AF023039	1	1	1	0	species/treponema-maltophilum	0	"""Treponema+maltophilum"""	0	z		
Treponema	medium	_667	Named	Named	375.0	667_3051	AF023051	1	1	1	0	species/treponema-medium	0	"""Treponema+medium"""	0	z		
Treponema	pallidum	_805	Named	Named	370.0	805_8726	M88726	1	1	1	0	species/treponema-pallidum	0	"""Treponema+pallidum"""	0	z		
Treponema	parvum	_724	Named	Named	407.0	724_3304	AF033304	1	1	1	1	species/treponema-parvum	0	"""Treponema+parvum"""	0	z		
Treponema	pectinovorum	_725	Named	Named	408.0	725_1237	M71237	1	1	1	1	species/treponema-pectinovorum	0	"""Treponema+pectinovorum"""	0	z		
Treponema	putidum	_743	Named	Named	366.0	743_9249	AY369249	1	1	1	0	species/treponema-putidum	0	"""Treponema+putidum"""	0	z		
Treponema	socranskii subsp. socranskii	_769	Named	Named	395.0	769_3306	AF033306	1	1	1	0	subspecies/treponema-socranskii-socranskii	1	"""Treponema+socranskii"""	1	z		
Treponema	vincentii	_029	Named	Named	377.0	029_3309	AF033309	1	1	1	0	species/treponema-vincentii	0	"""Treponema+vincentii"""	0	z		
Turicella	otitidis	_832	Named	Named	874.0	832_9809	GQ059809	1	1	1	0	species/turicella-otitidis	0	"""Turicella+otitidis"""	0	z		
Variovorax	paradoxus	_717	Named	Named	117.0	717_3736	NR_113736	1	1	1	0	species/variovorax-paradoxus	0	"""Variovorax+paradoxus"""	0	z		
Veillonella	atypica	_524	Named	Named	631.0	524_3631	DQ003631	1	1	1	0	species/veillonella-atypica	0	"""Veillonella+atypica"""	0	z		
Veillonella	denticariosi	_887	Named	Named	624.0	887_5167	EF185167	1	1	1	0	species/veillonella-denticariosi	0	"""Veillonella+denticariosi"""	0	z		
Veillonella	dispar	_160	Named	Named	629.0	160_X031	GQ422726	1	1	1	0	species/veillonella-dispar	0	"""Veillonella+dispar"""	0	z		
Veillonella	parvula	_161	Named	Named	626.0	161_X002	GU350451	1	1	1	0	species/veillonella-parvula	0	"""Veillonella+parvula"""	0	z		
Veillonella	rogosae	_158	Named	Named	622.0	158F0412	tbd	1	1	1	0	species/veillonella-rogosae	0	"""Veillonella+rogosae"""	0	z		
Yersinia	pestis	_827	Named	Named	43.0	827_7604	L37604	1	1	1	0	species/yersinia-pestis	0	"""Yersinia+pestis"""	0	z		
Rhodocyclus	sp.	_028	Lost	Phylotype	134.0	028_5031	AY005031	1	1	1	1	no link	0	no link	0	none		
Actinomyces	sp.	_169	Unnamed	Unnamed	822.0	169AG004	AF287747	1	1	1	1	no link	0	no link	0	F0496	GCA_013394715.1	
Actinomyces	sp.	_170	Unnamed	Unnamed	826.0	170AP064	AF287749	1	1	1	0	no link	0	no link	0	F0386	GCA_000195595.1	
Actinomyces	sp.	_171	Unnamed	Unnamed	824.0	171BL008	AF385553	1	1	1	0	no link	0	no link	0	F0337	GCA_005696555.1	
Actinomyces	sp.	_175	Unnamed	Unnamed	817.0	175EP005	AY008314	1	1	1	0	no link	0	no link	0	F0384	GCA_000223355.2	
Actinomyces	sp.	_414	Unnamed	Unnamed	808.0	414_8610	AY278610	1	1	1	0	no link	0	no link	0	F0588	GCA_001278845.1	
Actinomyces	sp.	_448	Unnamed	Unnamed	815.0	448F0400	tbd	1	1	1	0	no link	0	no link	0	F0400	GCA_000220835.1	
Actinomyces	sp.	_897	Unnamed	Unnamed	809.0	897-Wade	KC203057	1	1	1	1	no link	0	no link	0	F0631	GCA_002999235.1	
Afipia	sp. genotype 4	_652	Unnamed	Unnamed	144.0	652_7769	U87769	1	1	1	1	no link	0	no link	0	none		
Aggregatibacter	sp.	_458	Unnamed	Unnamed	3.0	458JM053	AY349380	1	1	1	0	no link	0	no link	0	"	W10330"	GCA_000466335.1	
Aggregatibacter	sp.	_513	Unnamed	Unnamed	4.0	513_3635	DQ003635	1	1	0	0	no link	0	no link	0	W11186	GCA_018128305.1	Genome not in HOMD
Aggregatibacter	sp.	_949	Unnamed	Unnamed	10.0	949_6655	JF506655	1	1	0	0	no link	0	no link	0	W10649	in progress Fred Hutch	
Alloprevotella	sp.	_473	Unnamed	Unnamed	280.0	473HF050	AY349399	1	1	1	0	no link	0	no link	0	F0040	GCA_000318095.2	
Anaerolineae [G-1]	bacterium	_439	Unnamed	Unnamed	973.0	439_8332	KM018332	1	1	1	0	no link	0	no link	0	W11661	GCA_001717545.1	
Atopobium	sp.	_199	Unnamed	Unnamed	936.0	199-C19	AF287760	1	1	1	0	no link	0	no link	0	F0494	GCA_000411555.1	
Atopobium	sp.	_416	Unnamed	Unnamed	934.0	416_8623	AY278623	1	1	1	0	no link	0	no link	0	W9116	GCA_018128285.1	Genome not in HOMD
Atopobium	sp.	_810	Unnamed	Unnamed	932.0	810F0209	EU592966	1	1	1	0	no link	0	no link	0	F0209	GCA_000466405.1	
Bacteroidaceae [G-1]	bacterium	_272	Unnamed	Unnamed	293.0	272_X083	AY005066	1	1	1	0	no link	0	no link	0	F0290	GCA_000442105.1	
Bacteroidales [G-2]	bacterium	_274	Unnamed	Unnamed	277.0	274AU126	AY005072	1	1	1	0	no link	0	no link	0	F0058	GCA_000163695.1	
Capnocytophaga	sp.	_323	Unnamed	Unnamed	307.0	323_2733	JQ472733	1	1	1	0	no link	0	no link	0	F0383	GCA_001278825.1	
Capnocytophaga	sp.	_324	Unnamed	Unnamed	318.0	324AA032	AY005079	1	1	1	0	no link	0	no link	0	F0483	GCA_000318315.2	
Capnocytophaga	sp.	_326	Unnamed	Unnamed	320.0	326F0382	tbd	1	1	1	0	no link	0	no link	0	F0382	GCA_000318295.1	
Capnocytophaga	sp.	_332	Unnamed	Unnamed	331.0	332DS022	AF366270	1	1	1	0	no link	0	no link	0	F0381	GCA_000318275.2	
Capnocytophaga	sp.	_335	Unnamed	Unnamed	312.0	335_X066	AY005078	1	1	1	0	no link	0	no link	0	F0486	GCA_000277665.1	
Capnocytophaga	sp.	_336	Unnamed	Unnamed	316.0	336_X089	AY005080	1	1	1	0	no link	0	no link	0	F0502	GCA_000411575.1	
Capnocytophaga	sp.	_338	Unnamed	Unnamed	339.0	338Capn8	U41352	1	1	1	0	no link	0	no link	0	F0234	GCA_000192225.1	
Capnocytophaga	sp.	_380	Unnamed	Unnamed	322.0	380F0488	tbd	1	1	1	0	no link	0	no link	0	F0488	GCA_000318255.2	
Capnocytophaga	sp.	_412	Unnamed	Unnamed	308.0	412_8613	AY278613	1	1	1	0	no link	0	no link	0	F0487	GCA_000271925.1	
Capnocytophaga	sp.	_863	Unnamed	Unnamed	336.0	863F0517	tbd	1	1	1	0	no link	0	no link	0	F0517	GCA_000466425.1	
Capnocytophaga	sp.	_864	Unnamed	Unnamed	313.0	864F0512	tbd	1	1	1	0	no link	0	no link	0	F0512	GCA_002998835.1	
Capnocytophaga	sp.	_878	Unnamed	Unnamed	324.0	878F0545	tbd	1	1	1	0	no link	0	no link	0	F0545	GCA_002999135.1	
Capnocytophaga	sp.	_902	Unnamed	Unnamed	323.0	902-Wade	JQ406542	1	1	0	0	no link	0	no link	0	W10638	GCA_013394735.1	
Capnocytophaga	sp.	_903	Unnamed	Unnamed	321.0	903-Wade	KC203061	1	1	0	0	no link	0	no link	0	W10654	GCA_013394785.1	
Corynebacterium	sp.	_207	Unnamed	Unnamed	882.0	207N110B	KY593177	1	1	1	0	no link	0	no link	0	NML 120412	GCA_002285155.1	
Cutibacterium	sp.	_193	Unnamed	Unnamed	905.0	193METC3	GQ422729	1	1	1	0	no link	0	no link	0	F0672	GCA_001717565.1	
Eubacteriales [F-3][G-1]	bacterium	_876	Unnamed	Unnamed	542.0	876F0540	tbd	1	1	1	0	no link	0	no link	0	F0540	GCA_000466585.1	
Fusobacterium	sp.	_203	Unnamed	Unnamed	430.0	203CY024	AF287809	1	1	1	0	no link	0	no link	0	W7671	GCA_002243405.1	
Fusobacterium	sp.	_370	Unnamed	Unnamed	433.0	370_1217	AF481217	1	1	1	0	no link	0	no link	0	F0437	GCA_000235465.1	
Gemella	sp.	_928	Unnamed	Unnamed	787.0	928W2231	tbd	1	1	1	0	no link	0	no link	0	W2231	GCA_001553915.1	
Haemophilus	sp.	_036	Unnamed	Unnamed	13.0	036_3900	HQ783900	1	1	1	0	no link	0	no link	0	F0629	GCA_002998595.1	
Lachnoanaerobaculum	sp.	_083	Unnamed	Unnamed	469.0	083BR088	AF385557	1	1	0	0	no link	0	no link	0	MSX33	GCA_000512995.1	Nelson
Lachnospiraceae [G-2]	bacterium	_096	Unnamed	Unnamed	477.0	096DO008	AF385508	1	1	1	0	no link	0	no link	0	F0428	GCA_003043955.1	
Lachnospiraceae [G-8]	bacterium	_500	Unnamed	Unnamed	496.0	500JM048	AY349389	1	1	1	0	no link	0	no link	0	W11650	GCA_002999035.1	
Leptotrichia	sp.	_212	Unnamed	Unnamed	455.0	212BU064	AY008309	1	1	1	0	no link	0	no link	0	W10393	GCA_001274535.1	
Leptotrichia	sp.	_215	Unnamed	Unnamed	454.0	215DR011	AF385518	1	1	1	0	no link	0	no link	0	W9775	GCA_000469505.1	
Leptotrichia	sp.	_221	Unnamed	Unnamed	461.0	221FP036	AF432138	1	1	1	1	no link	0	no link	0			
Leptotrichia	sp.	_223	Unnamed	Unnamed	440.0	223F138	AF287814	1	1	0	0	no link	0	no link	0	F0708	GCA_013394795.1	
Leptotrichia	sp.	_225	Unnamed	Unnamed	443.0	225_FEA2	GQ422731	1	1	1	0	no link	0	no link	0	F0581	GCA_000469525.1	
Leptotrichia	sp.	_417	Unnamed	Unnamed	448.0	417_8621	AY278621	1	1	1	1	no link	0	no link	0	F0703	GCA_013394865.1	
Leptotrichia	sp.	_498	Unnamed	Unnamed	457.0	498IK040	AY349387	1	1	1	0	no link	0	no link	0	F0590	GCA_002240055.1	
Leptotrichia	sp.	_847	Unnamed	Unnamed	458.0	847F0260	FJ577250	1	1	1	0	no link	0	no link	0	F0260	GCA_001553645.1	
Leptotrichia	sp.	_879	Unnamed	Unnamed	450.0	879F0557	tbd	1	1	1	0	no link	0	no link	0	F0557	GCA_000469385.1	
Mitsuokella	sp.	_131	Unnamed	Unnamed	663.0	131CS002	AF287795	1	1	1	0	no link	0	no link	0	W9106	GCA_000469545.1	
Neisseria	sp.	_020	Unnamed	Unnamed	89.0	020_5028	AY005028	1	1	1	0	no link	0	no link	0	F0370	GCA_000318235.2	
Olsenella	sp.	_807	Unnamed	Unnamed	929.0	807F0004	EU592964	1	1	1	0	no link	0	no link	0	F0089	GCA_001189515.2	
Olsenella	sp.	_809	Unnamed	Unnamed	926.0	809F0206	EU592965	1	1	1	0	no link	0	no link	0	F0356	GCA_000233535.1	
